fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5210591257472514,0.9617848410608466,-1.3788632370875773,-0.6376347675185728,-0.18911030561489417,-0.4812479746582955,-0.3691938420099027,0.6704350219203167,1.2916850344993331,-0.6141769955866923,-0.9806115540754214,5.0
-0.2859135037821438,1.9604746108463051,-1.3788632370875773,0.5414428501264719,1.139126662520773,0.9342898746689445,0.6977026421750011,0.11325763512380836,-0.7925458066347634,0.28945395782334765,-0.6057545086288664,5.0
-0.2859135037821438,1.2946814309893329,-1.168366930071072,0.03612387113573808,0.7768802166655908,-0.07680858913622693,0.2774100877991299,0.22469311248309765,-0.38914628899590814,0.06354621947083748,-0.6057545086288664,5.0
1.7128242829212736,-1.3684912884385556,1.5680850611434995,-0.6376347675185728,-0.24948471325742455,0.12541110362480737,0.4713912667418397,0.781870499279606,-1.0614788183940023,-0.4635718366850196,-0.6057545086288664,6.0
-0.5210591257472514,0.739853781108523,-1.3788632370875773,-0.8060744271821505,-0.24948471325742455,-0.2790282818972612,-0.17521266306719288,0.6704350219203167,1.2916850344993331,-0.6141769955866923,-0.9806115540754214,5.0
-0.2271270982908665,0.4069571911800366,-1.0631187765628192,-1.142953746509306,-0.6117311591126059,-0.07680858913622693,0.4390610702513881,-0.10961331959483206,-0.12021327723666927,-1.3672027900950592,-0.9806115540754214,5.0
-0.5798455312385288,0.6843710161204419,-1.3788632370875773,-1.8167123851636173,-0.8532287896827273,-0.07680858913622693,-0.7894863963857738,-1.1125326158284974,0.4848859992216196,-1.2919002106442228,-0.4183259859055897,7.0
-0.2859135037821438,0.29599166120387443,-1.2736150835793247,-0.46919510785499496,-0.37023352854248526,-0.6834676674193298,-0.8864769858571288,0.11325763512380836,0.283186240402189,-0.5388744161358564,-0.8868972927137831,7.0
-0.9325639641861905,0.29599166120387443,-0.9578706230545664,-0.8060744271821505,1.0787522548782427,-0.07680858913622693,0.6330422491940978,-0.3882020129930553,-0.2546797831162887,-0.7647821544883657,-1.1680400767986998,5.0
-1.5792144245902378,0.4901813386621582,-1.3788632370875773,-1.142953746509306,0.5957569937379997,0.02430125724429022,0.4390610702513881,-1.2796858318674933,1.7623178050780026,-0.9153873133900392,-0.5120402472672281,5.0
0.12559133465679526,-1.3684912884385556,1.5680850611434995,-0.8060744271821505,0.7768802166655908,1.945388338474116,1.8615897158312598,0.168975373803453,-0.12021327723666927,0.816572013979204,0.05024532090260372,7.0
-0.5210591257472514,0.3514744261919555,-0.9578706230545664,3.5733567240708726,0.4146337708104086,-0.9867972065608812,-0.5308448244621609,0.4475640672016762,0.41765274628180843,-1.0659924722917127,-1.3554685995219766,4.0
0.36073695662190347,-1.701387878367042,1.1470924471104882,-0.8060744271821505,-0.12873589797236382,1.3387292601910132,0.4713912667418397,0.11325763512380836,0.4848859992216196,-0.8400847339392025,-0.9806115540754214,6.0
-0.4034863147646979,-0.7581808735696645,0.2524831422903401,0.03612387113573808,0.173136140240288,0.7320701819079103,0.8270234281368076,0.8933059766388952,1.3589182874391443,0.06354621947083748,-0.6994687699905064,5.0
-0.2271270982908665,-0.5362498136173406,-0.2737576252509237,-1.142953746509306,1.622121923661015,-0.5823578210388126,-0.27220325253854777,0.001822157764519079,-0.9942455654541941,2.021413285192591,-0.8868972927137831,5.0
0.12559133465679526,-0.2033532236888545,-0.7999983927921874,0.03612387113573808,0.2938849555253487,-0.6834676674193298,0.6977026421750011,0.11325763512380836,-0.9942455654541941,-0.8400847339392025,-0.9806115540754214,5.0
-0.8149911532036365,-0.7026981085815834,-0.6421261625298081,0.20456353079931602,0.3542593631678791,0.5298504891468759,-0.17521266306719288,0.11325763512380836,0.7538190109808585,-0.08705893943083598,-0.6994687699905064,6.0
-1.1677095861512987,-0.7581808735696645,-0.5368780090215555,-1.4798330658364618,0.05238732495522727,-0.4812479746582955,-0.7248260034048706,-0.6110729677116338,0.1487197345225696,-0.6141769955866923,-1.0743258154370599,5.0
-0.4034863147646979,-0.6472153435935026,-0.11588539498854457,-0.8060744271821505,0.05238732495522727,-1.1890168993219155,-1.11278836129029,-0.22104879695412136,-0.2546797831162887,-0.38826925723418293,-0.8868972927137831,5.0
-0.6974183422210829,1.0172676060489276,-1.3788632370875773,-0.6376347675185728,0.05238732495522727,-0.17791843551674408,-0.336863645519451,0.3361285898423869,1.0227520227400972,-0.689479575037529,-0.9806115540754214,5.0
-0.2859135037821438,0.6566296336264014,-1.3788632370875773,-0.46919510785499496,0.173136140240288,-0.784577513799847,-0.951137378838032,-0.10961331959483206,0.41765274628180843,-0.38826925723418293,-0.6057545086288664,6.0
-0.9325639641861905,0.8230779285906445,-1.0104946998086928,0.20456353079931602,0.5957569937379997,0.12541110362480737,1.1826555895317754,-0.4439197516726999,0.21595298746238079,-0.7647821544883657,-0.3246117245439514,5.0
